facility_id,month_year,ndc11,rb_spend,rb_facility_state,rb_facility_zip3,rb_facility_city,rb_vendor_name
00,2025-03,65219047410,0.0,,,,Morris & Dickson
00,2025-04,00338000404,355.6699999999999,,,,Henry Schein
00,2025-04,63323053075,44.52,,,,Cardinal Health
00,2025-04,65219022225,0.0,,,,Cardinal Health
00,2025-04,65219046450,0.0,,,,Cardinal Health
00,2025-04,65219047410,0.0,,,,Cardinal Health
00,2025-05,00338000404,592.04,,,,Henry Schein
00,2025-05,63323053075,715.7,,,,Cardinal Health
00,2025-05,63323062610,27.98,,,,Cardinal Health
00,2025-05,63323086910,0.0,,,,Cardinal Health
00,2025-05,65219045830,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-05,65219047410,0.0,,,,Cardinal Health
00,2025-06,00338000404,212.74,,,,Morris & Dickson
00,2025-06,63323017876,113.85,,,,Cardinal Health
00,2025-06,63323062610,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-06,65219045830,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-06,65219046450,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-06,65219047030,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-06,65219047220,0.0,,,,Cardinal Health
00,2025-06,65219047410,0.0,,,,Cardinal Health
00,2025-06,65219047910,0.0,,,,Cardinal Health
00,2025-07,00338000404,611.7299999999999,,,,McKesson
00,2025-07,63323062610,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-07,63323082476,32.12,,,,Cardinal Health
00,2025-07,65219045830,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-07,65219047030,0.0,,,,Cardinal Health
00,2025-07,65219047220,0.0,,,,Cardinal Health
00,2025-07,65219047410,0.0,,,,Cardinal Health
00,2025-07,65219047910,0.0,,,,Cardinal Health
00,2025-08,00338000404,785.14,,,,Henry Schein
00,2025-08,63323017876,49.92,,,,Cardinal Health
00,2025-08,63323053075,150.82,,,,Cardinal Health
00,2025-08,63323068810,0.0,,,,Cardinal Health
00,2025-08,65219011910,0.0,,,,Cardinal Health
00,2025-08,65219014210,0.0,,,,McKesson
00,2025-08,65219014410,0.0,,,,Cardinal Health
00,2025-08,65219045830,0.0,,,,Cardinal Health
00,2025-08,65219046020,0.0,,,,Cardinal Health
00,2025-08,65219046660,0.0,,,,Cardinal Health
00,2025-08,65219046850,0.0,,,,Cardinal Health
00,2025-08,65219047030,0.0,,,,Cardinal Health
00,2025-08,65219047220,0.0,,,,Cardinal Health
00,2025-08,65219047410,0.0,,,,Cardinal Health
00,2025-09,00338000404,882.51,,,,Cardinal Health
00,2025-09,63323053075,134.56,,,,Cardinal Health
00,2025-09,63323062610,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-09,63323068610,0.0,,,,Cardinal Health
00,2025-09,63323068810,0.0,,,,Cardinal Health
00,2025-09,65219011910,0.0,,,,Cardinal Health
00,2025-09,65219014410,0.0,,,,Cardinal Health
00,2025-09,65219014810,0.0,,,,Cardinal Health
00,2025-09,65219045830,0.0,,,,Cardinal Health
00,2025-09,65219046660,0.0,,,,Cardinal Health
00,2025-09,65219046850,0.0,,,,Cardinal Health
00,2025-09,65219047030,0.0,,,,Cardinal Health
00,2025-09,65219047220,0.0,,,,Cardinal Health
00,2025-09,65219047410,0.0,,,,Cardinal Health
00,2025-10,00338000404,208.8,,,,McKesson
00,2025-10,63323062610,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-10,63323068310,0.0,,,,Cardinal Health
00,2025-10,63323068610,0.0,,,,Cardinal Health
00,2025-10,63323068810,0.0,,,,Cardinal Health
00,2025-10,63323082474,544.4,,,,Cardinal Health
00,2025-10,65219011910,0.0,,,,Cardinal Health
00,2025-10,65219014810,0.0,,,,Cardinal Health
00,2025-10,65219015310,0.0,,,,Cardinal Health
00,2025-10,65219046660,0.0,,,,Cardinal Health
00,2025-10,65219047030,0.0,,,,Cardinal Health
00,2025-10,65219047220,0.0,,,,Cardinal Health
00,2025-11,00338000404,214.08,,,,Cardinal Health
00,2025-11,63323062610,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-11,63323068310,0.0,,,,Cardinal Health
00,2025-11,63323068810,0.0,,,,Cardinal Health
00,2025-11,65219011910,0.0,,,,Cardinal Health
00,2025-11,65219014410,0.0,,,,Cardinal Health
00,2025-11,65219014810,0.0,,,,Cardinal Health
00,2025-11,65219024050,0.0,,,,Cardinal Health
00,2025-11,65219045830,0.0,,,,Cardinal Health
00,2025-11,65219046850,0.0,,,,Cardinal Health
00,2025-11,65219047030,0.0,,,,Cardinal Health
00,2025-11,65219047220,0.0,,,,Cardinal Health
00,2025-11,65219047410,0.0,,,,Cardinal Health
00,2025-11,65219047910,0.0,,,,Cardinal Health
00,2025-12,00338000404,356.28999999999996,,,,Cardinal Health
00,2025-12,63323062610,0.0,,,,AmerisourceBergen Drug Corporation
00,2025-12,63323068310,0.0,,,,Cardinal Health
00,2025-12,63323068610,0.0,,,,Cardinal Health
00,2025-12,63323068810,0.0,,,,Cardinal Health
00,2025-12,63323082474,272.2,,,,Cardinal Health
00,2025-12,63323082476,61.0,,,,Cardinal Health
00,2025-12,63323086910,0.0,,,,Cardinal Health
00,2025-12,63323087310,0.0,,,,Cardinal Health
00,2025-12,65219011810,0.0,,,,Cardinal Health
00,2025-12,65219011910,0.0,,,,Cardinal Health
00,2025-12,65219014410,0.0,,,,Cardinal Health
00,2025-12,65219014810,0.0,,,,Cardinal Health
00,2025-12,65219015310,0.0,,,,Cardinal Health
00,2025-12,65219023825,0.0,,,,Cardinal Health
00,2025-12,65219045830,0.0,,,,Cardinal Health
00,2025-12,65219046020,0.0,,,,Cardinal Health
00,2025-12,65219047030,0.0,,,,Cardinal Health
00,2025-12,65219047410,0.0,,,,Cardinal Health
600041,2024-04,00338000404,280.28,KS,665,MANHATTAN,Cardinal Health
600124,2025-09,63323017876,48.62,CT,063,NORWICH,McKesson
600360,2025-01,63323053075,0.0,NE,691,KIMBALL,Cardinal Health
600360,2025-04,63323053075,71.57,NE,691,KIMBALL,Cardinal Health
600431,2025-10,65219022450,152.32,WI,534,MOUNT PLEASANT,McKesson
600431,2025-12,65219022450,304.48,WI,534,MOUNT PLEASANT,McKesson
600452,2024-04,63323082474,67.48,NJ,071,NEWARK,Cardinal Health
600452,2024-10,63323062610,28.41,NJ,071,NEWARK,Cardinal Health
600452,2025-01,65219045660,0.0,NJ,071,NEWARK,Cardinal Health
600452,2025-02,65219045660,150.05,NJ,071,NEWARK,Cardinal Health
600452,2025-03,65219046850,151.5,NJ,071,NEWARK,Cardinal Health
600452,2025-05,65219047220,105.22,NJ,071,NEWARK,Cardinal Health
600452,2025-06,63323082474,69.05,NJ,071,NEWARK,Cardinal Health
600452,2025-09,65219047220,52.61,NJ,071,NEWARK,Cardinal Health
600452,2025-12,63323062610,29.53,NJ,071,NEWARK,Cardinal Health
600501,2024-07,63323053075,38.78,WI,543,GREEN BAY,McKesson
600501,2024-10,63323053075,38.78,WI,543,GREEN BAY,McKesson
600501,2025-01,63323053075,38.77,WI,543,GREEN BAY,McKesson
600501,2025-03,63323087374,38.77,WI,543,GREEN BAY,McKesson
600501,2025-04,63323053075,38.77,WI,543,GREEN BAY,McKesson
600697,2024-03,65219047410,264.22,CA,932,VISALIA,AmerisourceBergen Drug Corporation
600697,2025-07,63323017876,34.32,CA,932,VISALIA,AmerisourceBergen Drug Corporation
600697,2025-08,65219046450,73.34,CA,932,VISALIA,AmerisourceBergen Drug Corporation
600697,2025-12,63323017876,34.32,CA,932,VISALIA,AmerisourceBergen Drug Corporation
600722,2025-09,00338000404,48.56,NC,280,ALBEMARLE,McKesson
600766,2025-07,00338000404,109.07,NY,122,COLONIE,AmerisourceBergen Drug Corporation
600766,2025-08,00338000404,47.59,NY,122,COLONIE,AmerisourceBergen Drug Corporation
600766,2025-09,00338000404,47.59,NY,122,COLONIE,AmerisourceBergen Drug Corporation
600766,2025-10,00338000404,142.77,NY,122,COLONIE,AmerisourceBergen Drug Corporation
600766,2025-12,00338000404,47.59,NY,122,COLONIE,AmerisourceBergen Drug Corporation
600816,2024-01,63323066910,32.6,MI,480,PORT HURON,AmerisourceBergen Drug Corporation
600816,2024-03,63323066910,32.59,MI,480,PORT HURON,AmerisourceBergen Drug Corporation
600816,2024-07,65219011910,83.93,MI,480,PORT HURON,AmerisourceBergen Drug Corporation
600816,2024-08,65219011910,83.93,MI,480,PORT HURON,AmerisourceBergen Drug Corporation
600816,2024-09,63323066910,32.56,MI,480,PORT HURON,AmerisourceBergen Drug Corporation
600816,2024-12,63323066910,0.0,MI,480,PORT HURON,AmerisourceBergen Drug Corporation
600816,2024-12,65219025810,883.66,MI,480,PORT HURON,AmerisourceBergen Drug Corporation
600816,2025-01,63323066910,0.0,MI,480,PORT HURON,AmerisourceBergen Drug Corporation
600816,2025-03,65219025810,441.83,MI,480,PORT HURON,AmerisourceBergen Drug Corporation
600831,2024-10,65219014410,58.48,OH,458,LIMA,Cardinal Health
600854,2024-01,00338000404,44.48,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-01,63323068810,164.28,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-02,00338000404,102.28,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-03,00338000404,102.28,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-04,00338000404,102.28,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-04,63323017876,34.32,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-05,00338000404,51.14,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-06,00338000404,51.14,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-07,00338000404,51.14,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-08,63323053075,39.9,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-08,63323068310,73.0,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-09,00338000404,102.28,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-10,00338000404,51.14,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-10,63323017876,34.32,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-10,63323068310,73.0,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-10,63323068810,43.5,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-10,63323086910,56.4,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-10,63323087074,21.0,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-10,65219047410,0.0,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-10,65219047910,0.0,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-11,00338000404,51.14,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-11,63323087375,59.4,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2024-12,00338000404,102.28,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-01,00338000404,102.28,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-02,00338000404,103.08,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-03,00338000404,154.62,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-04,00338000404,51.54,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-05,00338000404,51.54,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-06,00338000404,51.54,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-07,00338000404,51.54,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-07,63323062610,22.23,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-08,00338000404,463.86,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-10,00338000404,103.08,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-12,00338000404,154.62,TX,790,DUMAS,AmerisourceBergen Drug Corporation
600854,2025-12,63323068810,89.0,TX,790,DUMAS,AmerisourceBergen Drug Corporation
601044,2024-01,63323068310,44.44,NE,680,BLAIR,Cardinal Health
601044,2024-06,63323087310,34.05,NE,680,BLAIR,Cardinal Health
601044,2024-10,00338000404,0.0,NE,680,BLAIR,Cardinal Health
601044,2024-10,65219047410,41.95,NE,680,BLAIR,Cardinal Health
601044,2024-10,65219047910,37.74,NE,680,BLAIR,Cardinal Health
601044,2024-12,00338000404,0.0,NE,680,BLAIR,Cardinal Health
601044,2024-12,65219022450,0.0,NE,680,BLAIR,Cardinal Health
601044,2024-12,65219047220,0.0,NE,680,BLAIR,Cardinal Health
601044,2024-12,65219047410,0.0,NE,680,BLAIR,Cardinal Health
601044,2024-12,65219047910,0.0,NE,680,BLAIR,Cardinal Health
601044,2025-01,65219047910,0.0,NE,680,BLAIR,Cardinal Health
601044,2025-02,63323068610,0.0,NE,680,BLAIR,Cardinal Health
601044,2025-02,63323086910,0.0,NE,680,BLAIR,Cardinal Health
601044,2025-02,65219047910,0.0,NE,680,BLAIR,Cardinal Health
601044,2025-04,63323086910,68.86,NE,680,BLAIR,Cardinal Health
601044,2025-04,65219014810,99.64,NE,680,BLAIR,Cardinal Health
601044,2025-05,63323068810,0.0,NE,680,BLAIR,Cardinal Health
601044,2025-09,63323062610,28.41,NE,680,BLAIR,Cardinal Health
601044,2025-12,65219047910,0.0,NE,680,BLAIR,Cardinal Health
601051,2024-08,63323053075,38.4,ME,044,BANGOR,McKesson
601051,2024-10,63323053075,38.4,ME,044,BANGOR,McKesson
601051,2025-05,63323053075,38.45,ME,044,BANGOR,McKesson
601051,2025-10,63323053075,38.43,ME,044,BANGOR,McKesson
601323,2025-05,63323053075,42.0,LA,705,LAFAYETTE,Morris & Dickson
601323,2025-08,63323053075,55.8,LA,705,LAFAYETTE,Morris & Dickson
602097,2024-01,00338000404,3969.34,NY,115,EAST MEADOW,Cardinal Health
602097,2024-02,00338000404,2228.72,NY,115,EAST MEADOW,Cardinal Health
602097,2024-03,00338000404,172.78000000000003,NY,115,EAST MEADOW,Cardinal Health
602097,2024-04,00338000404,3367.44,NY,115,EAST MEADOW,Cardinal Health
602097,2024-06,00338000404,7483.2,NY,115,EAST MEADOW,Cardinal Health
602097,2024-06,63323053075,74.4,NY,115,EAST MEADOW,Cardinal Health
602097,2024-09,63323053075,132.59,NY,115,EAST MEADOW,Cardinal Health
602097,2024-10,00338000404,997.76,NY,115,EAST MEADOW,Cardinal Health
602097,2024-10,63323062610,0.0,NY,115,EAST MEADOW,Cardinal Health
602097,2024-10,65219047910,0.0,NY,115,EAST MEADOW,Cardinal Health
602097,2024-11,00338000404,4676.999999999999,NY,115,EAST MEADOW,Cardinal Health
602097,2025-01,00338000404,2556.7599999999998,NY,115,EAST MEADOW,Cardinal Health
602097,2025-01,65219047910,0.0,NY,115,EAST MEADOW,Cardinal Health
602097,2025-02,00338000404,5613.76,NY,115,EAST MEADOW,Cardinal Health
602097,2025-03,00338000404,2949.9800000000005,NY,115,EAST MEADOW,Cardinal Health
602097,2025-04,00338000404,8064.8,NY,115,EAST MEADOW,Cardinal Health
602097,2025-05,00338000404,3155.75,NY,115,EAST MEADOW,Cardinal Health
602097,2025-05,63323053075,58.19,NY,115,EAST MEADOW,Cardinal Health
602097,2025-06,00338000404,6311.5,NY,115,EAST MEADOW,Cardinal Health
602097,2025-07,00338000404,9184.5,NY,115,EAST MEADOW,Cardinal Health
602097,2025-08,00338000404,2873.0,NY,115,EAST MEADOW,Cardinal Health
602097,2025-09,00338000404,1803.75,NY,115,EAST MEADOW,Cardinal Health
602097,2025-10,00338000404,5746.0,NY,115,EAST MEADOW,Cardinal Health
602097,2025-11,00338000404,1768.0,NY,115,EAST MEADOW,Cardinal Health
602097,2025-12,00338000404,10387.0,NY,115,EAST MEADOW,Cardinal Health
603131,2024-01,00338000404,41.52,NV,894,GARDNERVILLE,Henry Schein
603131,2024-02,00338000404,79.2,NV,894,GARDNERVILLE,Henry Schein
603138,2024-04,00338000404,19.92,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603138,2024-06,00338000404,19.92,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603138,2024-07,00338000404,19.92,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603138,2024-08,00338000404,19.92,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603138,2025-01,00338000404,19.92,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603138,2025-05,00338000404,22.34,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603138,2025-05,63323062610,25.23,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603138,2025-06,00338000404,22.34,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603138,2025-07,00338000404,22.34,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603138,2025-08,00338000404,22.34,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603138,2025-09,00338000404,22.34,IA,510,ONAWA,AmerisourceBergen Drug Corporation
603139,2024-01,65219047030,835.6800000000001,CA,959,CHICO,Cardinal Health
603139,2024-01,65219047220,391.76,CA,959,CHICO,Cardinal Health
603139,2024-01,65219047410,54.9,CA,959,CHICO,Cardinal Health
603139,2024-02,65219047030,1392.8,CA,959,CHICO,Cardinal Health
603139,2024-02,65219047220,342.78999999999996,CA,959,CHICO,Cardinal Health
603139,2024-02,65219047410,54.9,CA,959,CHICO,Cardinal Health
603139,2024-03,65219047030,974.96,CA,959,CHICO,Cardinal Health
603139,2024-03,65219047220,293.82,CA,959,CHICO,Cardinal Health
603139,2024-03,65219047410,27.45,CA,959,CHICO,Cardinal Health
603139,2024-04,65219047030,1392.8,CA,959,CHICO,Cardinal Health
603139,2024-04,65219047220,587.64,CA,959,CHICO,Cardinal Health
603139,2024-04,65219047410,27.45,CA,959,CHICO,Cardinal Health
603139,2024-07,65219047030,278.56,CA,959,CHICO,Cardinal Health
603139,2024-08,65219047030,278.56,CA,959,CHICO,Cardinal Health
603139,2024-09,65219047030,1462.44,CA,959,CHICO,Cardinal Health
603139,2024-09,65219047220,293.82,CA,959,CHICO,Cardinal Health
603139,2024-09,65219047410,82.35,CA,959,CHICO,Cardinal Health
603139,2024-10,65219023610,0.0,CA,959,CHICO,Cardinal Health
603139,2024-10,65219047030,0.0,CA,959,CHICO,Cardinal Health
603139,2024-11,65219024050,0.0,CA,959,CHICO,Cardinal Health
603139,2024-11,65219045830,0.0,CA,959,CHICO,Cardinal Health
603139,2024-11,65219047030,0.0,CA,959,CHICO,Cardinal Health
603139,2024-11,65219047220,0.0,CA,959,CHICO,Cardinal Health
603139,2024-12,65219024050,0.0,CA,959,CHICO,Cardinal Health
603139,2024-12,65219046020,0.0,CA,959,CHICO,Cardinal Health
603139,2025-01,65219047030,0.0,CA,959,CHICO,Cardinal Health
603139,2025-01,65219047220,0.0,CA,959,CHICO,Cardinal Health
603139,2025-01,65219047720,0.0,CA,959,CHICO,Cardinal Health
603139,2025-02,65219022010,0.0,CA,959,CHICO,Cardinal Health
603139,2025-02,65219024050,249.66,CA,959,CHICO,Cardinal Health
603139,2025-02,65219045830,369.68,CA,959,CHICO,Cardinal Health
603139,2025-03,65219024050,249.66,CA,959,CHICO,Cardinal Health
603139,2025-03,65219046850,303.0,CA,959,CHICO,Cardinal Health
603139,2025-03,65219047030,1392.8,CA,959,CHICO,Cardinal Health
603139,2025-03,65219047410,54.9,CA,959,CHICO,Cardinal Health
603139,2025-04,65219022010,0.0,CA,959,CHICO,Cardinal Health
603139,2025-04,65219024050,100.52,CA,959,CHICO,Cardinal Health
603139,2025-04,65219045830,253.12,CA,959,CHICO,Cardinal Health
603139,2025-04,65219046850,182.99,CA,959,CHICO,Cardinal Health
603139,2025-04,65219047030,208.92,CA,959,CHICO,Cardinal Health
603139,2025-05,65219022450,227.76,CA,959,CHICO,Cardinal Health
603139,2025-05,65219024050,301.56,CA,959,CHICO,Cardinal Health
603139,2025-05,65219045660,150.05,CA,959,CHICO,Cardinal Health
603139,2025-05,65219045830,379.68,CA,959,CHICO,Cardinal Health
603139,2025-05,65219046660,654.42,CA,959,CHICO,Cardinal Health
603139,2025-05,65219046850,731.96,CA,959,CHICO,Cardinal Health
603139,2025-05,65219047030,696.4,CA,959,CHICO,Cardinal Health
603139,2025-05,65219047410,27.45,CA,959,CHICO,Cardinal Health
603139,2025-06,65219045830,379.68,CA,959,CHICO,Cardinal Health
603139,2025-06,65219046850,365.98,CA,959,CHICO,Cardinal Health
603139,2025-06,65219047030,557.12,CA,959,CHICO,Cardinal Health
603139,2025-06,65219047220,97.94,CA,959,CHICO,Cardinal Health
603139,2025-06,65219047410,27.45,CA,959,CHICO,Cardinal Health
603139,2025-07,65219045660,150.05,CA,959,CHICO,Cardinal Health
603139,2025-07,65219045830,126.56,CA,959,CHICO,Cardinal Health
603139,2025-07,65219046210,80.4,CA,959,CHICO,Cardinal Health
603139,2025-07,65219046850,365.98,CA,959,CHICO,Cardinal Health
603139,2025-07,65219047030,1114.24,CA,959,CHICO,Cardinal Health
603139,2025-07,65219047410,82.35,CA,959,CHICO,Cardinal Health
603139,2025-08,65219024050,100.52,CA,959,CHICO,Cardinal Health
603139,2025-08,65219045660,150.05,CA,959,CHICO,Cardinal Health
603139,2025-08,65219045830,126.56,CA,959,CHICO,Cardinal Health
603139,2025-08,65219046660,218.14,CA,959,CHICO,Cardinal Health
603197,2024-09,00338000404,0.0,IL,606,CHICAGO,McKesson
603197,2024-10,00338000404,118.72,IL,606,CHICAGO,McKesson
603197,2025-01,63323087010,110.0,IL,606,CHICAGO,McKesson
603197,2025-02,63323087010,0.0,IL,606,CHICAGO,McKesson
603250,2024-10,65219024050,0.0,NE,685,LINCOLN,McKesson
603250,2024-10,65219038910,0.0,NE,685,LINCOLN,McKesson
603250,2025-03,65219045660,0.0,NE,685,LINCOLN,McKesson
603250,2025-03,65219046020,38.42,NE,685,LINCOLN,McKesson
603254,2024-01,65219047030,65.7,OK,730,CARNEGIE,Morris & Dickson
603254,2024-03,00338000404,85.1,OK,730,CARNEGIE,Morris & Dickson
603254,2024-10,65219047410,25.9,OK,730,CARNEGIE,Morris & Dickson
603254,2024-11,65219047410,0.0,OK,730,CARNEGIE,AmerisourceBergen Drug Corporation
603254,2025-01,65219047410,0.0,OK,730,CARNEGIE,Morris & Dickson
603254,2025-10,63323053075,40.55,OK,730,CARNEGIE,AmerisourceBergen Drug Corporation
603257,2025-02,63323086910,0.0,OK,743,VINITA,McKesson
603563,2024-01,00338000404,60.54,LA,705,ABBEVILLE,Morris & Dickson
603563,2024-01,63323066910,36.5,LA,705,ABBEVILLE,Morris & Dickson
603563,2024-03,00338000404,61.59,LA,705,ABBEVILLE,Morris & Dickson
603563,2024-06,00338000404,61.59,LA,705,ABBEVILLE,Morris & Dickson
603563,2024-07,00338000404,61.59,LA,705,ABBEVILLE,Morris & Dickson
603563,2024-08,00338000404,184.77,LA,705,ABBEVILLE,Morris & Dickson
603563,2024-10,00338000404,102.65,LA,705,ABBEVILLE,Morris & Dickson
603563,2024-11,00338000404,-20.53,LA,705,ABBEVILLE,Morris & Dickson
603563,2024-12,00338000404,61.59,LA,705,ABBEVILLE,Morris & Dickson
