facility_id,month_year,ndc11,reference_number,tae_spend,vendor_name
643795,2024-10,65219047410,12395051,4393.15,"FRESENIUS KABI USA, LLC"
643795,2024-10,65219047910,420787916,5006.4,"FRESENIUS KABI USA, LLC"
643795,2025-02,63323062600,11319852,98.39,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
643795,2025-02,63323086910,11756373,137.72,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
643795,2025-04,63323053075,11380572,71.57,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
643795,2025-09,65219046020,421064701,44.52,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
649420,2024-10,65219047220,12395049,231.0,"FRESENIUS KABI USA, LLC"
649420,2024-10,65219047410,12395051,129.5,"FRESENIUS KABI USA, LLC"
649420,2024-10,65219047910,420787916,149.0,"FRESENIUS KABI USA, LLC"
650693,2025-05,63323087310,11756378,24.75,UNKNOWN
650693,2025-08,63323087310,11756378,24.75,UNKNOWN
652220,2024-10,63323082474,11329175,594.0,"FRESENIUS KABI USA, LLC"
652220,2024-10,65219047410,12395051,1554.0,"FRESENIUS KABI USA, LLC"
652220,2024-10,65219047910,420787916,1782.0,"FRESENIUS KABI USA, LLC"
652220,2024-11,65219047410,12395051,2590.0,"FRESENIUS KABI USA, LLC"
652220,2024-11,65219047910,420787916,2970.0,"FRESENIUS KABI USA, LLC"
655508,2024-07,63323087310,11756378,23.65,"MEDLINE INDUSTRIES, LP"
657849,2024-11,63323082475,11329176,100.6,"FRESENIUS KABI, LLC"
657849,2024-11,65219038910,420668090,295.4,"FRESENIUS KABI, LLC"
657849,2024-11,65219047030,420704583,2628.0,"FRESENIUS KABI, LLC"
657849,2024-11,65219047220,12395049,924.0,"FRESENIUS KABI, LLC"
657849,2024-11,65219047410,12395051,2072.0,"FRESENIUS KABI, LLC"
657849,2024-11,65219047910,420787916,4192.0,"FRESENIUS KABI, LLC"
657849,2024-12,65219047220,12395049,924.0,"FRESENIUS KABI, LLC"
660415,2025-04,63323062610,11319858,28.41,"CARDINAL HEALTH 110, LLC"
661259,2025-05,65219047410,12395051,72.0,MCKESSON CORPORATION
661429,2025-03,65219047410,12395051,102.0,MCKESSON CORPORATION
661429,2025-06,65219047410,12395051,102.0,MCKESSON CORPORATION
661860,2024-02,63323082476,11329177,129.58,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2024-03,65219047030,420704583,168.44,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2024-04,63323062600,11319852,96.2,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2024-08,65219047220,12395049,105.54,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2024-10,65219047910,420787916,37.74,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2024-11,63323017876,10907278,93.6,"FRESENIUS KABI USA, LLC"
661860,2024-11,63323082474,11329175,134.96,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2024-11,63323082476,11329177,241.04,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2024-11,65219047030,420704583,331.5,"FRESENIUS KABI USA, LLC"
661860,2024-11,65219047220,12395049,233.0,"FRESENIUS KABI USA, LLC"
661860,2024-11,65219047410,12395051,1607.95,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2024-11,65219047910,420787916,2682.0,"FRESENIUS KABI USA, LLC"
661860,2024-12,63323062600,11319852,98.39,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2024-12,65219047410,12395051,1566.0,"FRESENIUS KABI USA, LLC"
661860,2024-12,65219047720,421079338,976.0,"FRESENIUS KABI USA, LLC"
661860,2024-12,65219047910,420787916,1788.0,"FRESENIUS KABI USA, LLC"
661860,2025-01,63323062610,11319858,352.5,"FRESENIUS KABI USA, LLC"
661860,2025-01,63323068310,12233539,73.0,"FRESENIUS KABI USA, LLC"
661860,2025-01,63323086910,11756373,507.6,"FRESENIUS KABI USA, LLC"
661860,2025-01,63323087074,11756377,126.0,"FRESENIUS KABI USA, LLC"
661860,2025-01,65219014410,420586440,364.2,"FRESENIUS KABI USA, LLC"
661860,2025-01,65219045830,421064697,238.8,"FRESENIUS KABI USA, LLC"
661860,2025-01,65219047910,420787916,1788.0,"FRESENIUS KABI USA, LLC"
661860,2025-02,63323086910,11756373,564.0,"FRESENIUS KABI USA, LLC"
661860,2025-02,63323087074,11756377,420.0,"FRESENIUS KABI USA, LLC"
661860,2025-04,63323086910,11756373,539.15,"FRESENIUS KABI USA, LLC"
661860,2025-04,63323087074,11756377,367.0,"FRESENIUS KABI USA, LLC"
661860,2025-05,63323017876,10907278,189.75,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2025-07,65219047030,420704583,173.1,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
661860,2025-09,65219047910,420787916,194.1,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
668178,2024-02,63323062625,11319859,217.20000000000002,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
668178,2024-05,63323082474,11329175,67.48,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
668178,2024-06,65219047220,12395049,105.54,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
668178,2024-10,63323082475,11329176,126.0,"FRESENIUS KABI USA, LLC"
668178,2024-10,63323087074,11756377,210.0,"FRESENIUS KABI USA, LLC"
668178,2024-10,65219022010,12187705,648.0,"FRESENIUS KABI USA, LLC"
668178,2024-10,65219022225,12163983,552.0,"FRESENIUS KABI USA, LLC"
668178,2024-10,65219022450,12163985,1732.0,"FRESENIUS KABI USA, LLC"
668178,2024-10,65219024050,12163959,433.0,"FRESENIUS KABI USA, LLC"
668178,2024-10,65219047030,420704583,397.8,"FRESENIUS KABI USA, LLC"
668178,2024-10,65219047220,12395049,279.6,"FRESENIUS KABI USA, LLC"
668178,2024-10,65219047410,12395051,156.6,"FRESENIUS KABI USA, LLC"
668178,2024-11,63323017876,10907278,187.2,"FRESENIUS KABI USA, LLC"
668178,2024-11,63323068310,12233539,109.5,"FRESENIUS KABI USA, LLC"
668178,2024-11,63323082476,11329177,117.5,"FRESENIUS KABI USA, LLC"
668178,2024-11,63323086910,11756373,141.0,"FRESENIUS KABI USA, LLC"
668178,2024-11,63323087074,11756377,105.0,"FRESENIUS KABI USA, LLC"
668178,2024-11,65219011810,420586437,296.4,"FRESENIUS KABI USA, LLC"
668178,2024-11,65219014410,420586440,121.4,"FRESENIUS KABI USA, LLC"
668178,2024-11,65219047220,12395049,932.0,"FRESENIUS KABI USA, LLC"
668178,2024-11,65219047410,12395051,1039.35,"FRESENIUS KABI USA, LLC"
668178,2024-11,65219047910,420787916,1788.0,"FRESENIUS KABI USA, LLC"
668178,2024-12,63323017876,10907278,468.0,"FRESENIUS KABI USA, LLC"
668178,2024-12,63323053075,11380572,42.0,"FRESENIUS KABI USA, LLC"
668178,2024-12,63323062610,11319858,117.5,"FRESENIUS KABI USA, LLC"
668178,2024-12,63323066910,12233537,146.0,"FRESENIUS KABI USA, LLC"
668178,2024-12,63323068310,12233539,182.5,"FRESENIUS KABI USA, LLC"
668178,2024-12,63323068610,12233541,182.5,"FRESENIUS KABI USA, LLC"
668178,2024-12,63323082474,11329175,179.1,"FRESENIUS KABI USA, LLC"
668178,2024-12,63323082476,11329177,70.5,"FRESENIUS KABI USA, LLC"
668178,2024-12,63323086910,11756373,564.0,"FRESENIUS KABI USA, LLC"
668178,2024-12,65219014410,420586440,303.5,"FRESENIUS KABI USA, LLC"
668178,2024-12,65219046850,421084613,885.0,"FRESENIUS KABI USA, LLC"
668178,2024-12,65219047220,12395049,233.0,"FRESENIUS KABI USA, LLC"
668178,2024-12,65219047530,421079337,615.0,"FRESENIUS KABI USA, LLC"
668178,2024-12,65219047910,420787916,2384.0,"FRESENIUS KABI USA, LLC"
668178,2025-01,63323062610,11319858,117.5,"FRESENIUS KABI USA, LLC"
668178,2025-01,63323086910,11756373,282.0,"FRESENIUS KABI USA, LLC"
668178,2025-01,65219014410,420586440,303.5,"FRESENIUS KABI USA, LLC"
668178,2025-01,65219045830,421064697,119.4,"FRESENIUS KABI USA, LLC"
668178,2025-01,65219047030,420704583,795.6,"FRESENIUS KABI USA, LLC"
668178,2025-02,63323062610,11319858,130.0,"FRESENIUS KABI USA, LLC"
668178,2025-02,63323086910,11756373,367.0,"FRESENIUS KABI USA, LLC"
668178,2025-02,65219014410,420586440,459.0,"FRESENIUS KABI USA, LLC"
668178,2025-03,63323066910,12233537,271.8,"FRESENIUS KABI USA, LLC"
668178,2025-03,63323068310,12233539,135.9,"FRESENIUS KABI USA, LLC"
668178,2025-03,63323068810,12233543,100.19999999999999,"FRESENIUS KABI USA, LLC"
668178,2025-03,63323086910,11756373,367.0,"FRESENIUS KABI USA, LLC"
668178,2025-03,63323087074,11756377,917.5,"FRESENIUS KABI USA, LLC"
668178,2025-03,65219000601,12121078,1720.0,"FRESENIUS KABI USA, LLC"
668178,2025-03,65219011810,420586437,137.7,"FRESENIUS KABI USA, LLC"
668178,2025-03,65219014810,420586442,114.0,"FRESENIUS KABI USA, LLC"
668178,2025-10,63323082474,11329175,69.05,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
668178,2025-12,63323062610,11319858,86.43,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
673995,2025-04,65219046660,421084611,519.04,PATTERSON VETERINARY
674300,2025-03,65219047220,12395049,29.8,"FRESENIUS KABI, LLC"
674968,2025-05,65219047410,12395051,45.0,MCKESSON CORPORATION
679055,2024-11,65219047410,12395051,125.85,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
679055,2024-12,65219038910,420668090,1477.0,"FRESENIUS KABI USA, LLC"
679055,2024-12,65219047220,12395049,466.0,"FRESENIUS KABI USA, LLC"
679062,2024-10,65219014410,420586440,115.8,MCKESSON PHARMACEUTICAL
679620,2025-05,63323053075,11380572,71.57,"CARDINAL HEALTH 414, LLC"
680664,2025-05,65219047410,12395051,75.0,MCKESSON CORPORATION
682982,2024-10,65219047910,420787916,27.36,AMERISOURCEBERGEN DRUG CORPORATION
685181,2024-10,65219047410,12395051,518.0,"FRESENIUS KABI, LLC"
685181,2024-10,65219047910,420787916,596.0,"FRESENIUS KABI, LLC"
685181,2025-01,65219011810,420586437,1383.2,"FRESENIUS KABI, LLC"
685181,2025-01,65219014410,420586440,1214.0,"FRESENIUS KABI, LLC"
685206,2025-03,65219047410,12395051,186.4,MCKESSON CORPORATION
685206,2025-04,65219046450,421064699,155.46,MCKESSON CORPORATION
688772,2025-05,65219047410,12395051,75.0,MCKESSON CORPORATION
689462,2025-08,65219047410,12395051,129.0,MCKESSON CORPORATION
690887,2025-05,65219047410,12395051,102.0,MCKESSON CORPORATION
693371,2025-03,63323087074,11756377,36.7,HOSPITALS SERVICES EXPENSES
695698,2025-03,65219047410,12395051,63.0,MCKESSON CORPORATION
695902,2025-06,65219047410,12395051,102.14999999999999,MCKESSON MEDICAL-SURGICAL INC.
695917,2025-06,65219047220,12395049,95.84,MCKESSON MEDICAL-SURGICAL INC.
699297,2024-10,65219047030,420704583,545.4,"MEDLINE INDUSTRIES, LP"
701267,2025-05,65219047220,12395049,182.0,MCKESSON CORPORATION
701379,2024-08,65219047410,12395051,433.5,MCKESSON PHARMACEUTICAL
701379,2024-08,65219047910,420787916,116.92,MCKESSON PHARMACEUTICAL
701379,2024-09,65219047410,12395051,280.78,MCKESSON PHARMACEUTICAL
701379,2024-09,65219047910,420787916,175.52,MCKESSON PHARMACEUTICAL
701379,2024-12,63323017876,10907278,62.0,"FRESENIUS KABI, LLC"
701379,2024-12,63323062610,11319858,117.6,"FRESENIUS KABI, LLC"
701379,2024-12,63323087074,11756377,21.0,"FRESENIUS KABI, LLC"
701379,2024-12,65219022010,12187705,486.0,"FRESENIUS KABI, LLC"
701379,2024-12,65219022225,12163983,331.2,"FRESENIUS KABI, LLC"
701379,2024-12,65219022450,12163985,259.79999999999995,"FRESENIUS KABI, LLC"
701379,2024-12,65219047410,12395051,312.0,"FRESENIUS KABI, LLC"
701379,2024-12,65219047910,420787916,29.8,"FRESENIUS KABI, LLC"
701379,2025-01,63323062610,11319858,23.5,"FRESENIUS KABI, LLC"
701379,2025-01,65219021850,12187703,386.4,"FRESENIUS KABI, LLC"
701379,2025-01,65219047410,12395051,312.0,"FRESENIUS KABI, LLC"
701379,2025-01,65219047910,420787916,89.4,"FRESENIUS KABI, LLC"
701379,2025-02,65219021850,12187703,85.8,"FRESENIUS KABI, LLC"
701379,2025-02,65219022010,12187705,143.0,"FRESENIUS KABI, LLC"
701379,2025-02,65219022450,12163985,63.2,"FRESENIUS KABI, LLC"
701379,2025-02,65219047410,12395051,144.0,"FRESENIUS KABI, LLC"
701379,2025-02,65219047910,420787916,84.8,"FRESENIUS KABI, LLC"
701379,2025-03,63323017876,10907278,27.0,"FRESENIUS KABI, LLC"
701379,2025-03,63323062610,11319858,18.0,"FRESENIUS KABI, LLC"
701379,2025-03,65219022450,12163985,31.6,"FRESENIUS KABI, LLC"
701379,2025-03,65219047410,12395051,252.0,"FRESENIUS KABI, LLC"
701379,2025-03,65219047910,420787916,127.19999999999999,"FRESENIUS KABI, LLC"
701379,2025-04,63323017876,10907278,27.0,"FRESENIUS KABI, LLC"
701379,2025-04,63323062610,11319858,18.0,"FRESENIUS KABI, LLC"
701379,2025-04,65219022225,12163983,88.8,"FRESENIUS KABI, LLC"
701379,2025-04,65219022450,12163985,31.6,"FRESENIUS KABI, LLC"
701379,2025-04,65219047410,12395051,252.0,"FRESENIUS KABI, LLC"
701379,2025-04,65219047910,420787916,84.8,"FRESENIUS KABI, LLC"
701379,2025-05,65219022010,12187705,143.0,"FRESENIUS KABI, LLC"
701379,2025-05,65219022225,12163983,88.8,"FRESENIUS KABI, LLC"
701379,2025-05,65219022450,12163985,94.80000000000001,"FRESENIUS KABI, LLC"
701379,2025-05,65219047410,12395051,324.0,"FRESENIUS KABI, LLC"
701379,2025-05,65219047910,420787916,84.8,"FRESENIUS KABI, LLC"
701379,2025-06,63323017876,10907278,27.0,"FRESENIUS KABI, LLC"
701379,2025-06,65219047410,12395051,288.0,"FRESENIUS KABI, LLC"
701379,2025-06,65219047910,420787916,84.8,"FRESENIUS KABI, LLC"
702770,2025-10,63323087310,11756378,30.72,"OWENS & MINOR DISTRIBUTION, INC."
703115,2025-05,65219047910,420787916,358.0,MCKESSON CORPORATION
705079,2024-02,63323087074,11756377,24.93,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
705079,2024-03,63323062600,11319852,96.2,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
705079,2024-09,63323062600,11319852,96.2,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
705079,2024-10,63323017876,10907278,312.0,"FRESENIUS KABI USA, LLC"
705079,2024-10,65219022225,12163983,2598.0,"FRESENIUS KABI USA, LLC"
705079,2024-10,65219022450,12163985,2208.0,"FRESENIUS KABI USA, LLC"
705079,2024-11,63323082476,11329177,117.5,"FRESENIUS KABI USA, LLC"
705079,2024-11,63323086910,11756373,141.0,"FRESENIUS KABI USA, LLC"
705079,2024-11,65219047030,420704583,663.0,"FRESENIUS KABI USA, LLC"
705079,2024-11,65219047910,420787916,596.0,"FRESENIUS KABI USA, LLC"
705079,2025-02,63323087074,11756377,110.1,"FRESENIUS KABI USA, LLC"
705079,2025-02,65219046020,421064701,234.0,"FRESENIUS KABI USA, LLC"
705079,2025-04,,421183301,40.2,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
705079,2025-04,63323086910,11756373,137.72,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
705079,2025-06,63323062600,11319852,98.39,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
705079,2025-09,65219047030,420704583,346.2,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
705079,2025-10,63323062600,11319852,98.39,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
705079,2025-12,63323017876,10907278,115.08,"CARDINAL HEALTH 105, INC. DBA SPECIALTY PHARMACEUTICAL SERVICES"
709352,2025-07,65219047220,12395049,177.0,MCKESSON CORPORATION
710854,2025-08,65219047410,12395051,53.0,MCKESSON CORPORATION
712095,2025-03,65219047410,12395051,334.0,MCKESSON CORPORATION
712095,2025-05,65219047910,420787916,72.0,MCKESSON CORPORATION
712095,2025-06,65219047410,12395051,334.0,MCKESSON CORPORATION
712414,2025-05,65219047910,420787916,187.0,MCKESSON CORPORATION
712581,2025-05,65219047910,420787916,30.6,"FRESENIUS KABI USA, LLC"
714757,2025-02,63323017876,10907278,2260.8,"FRESENIUS KABI USA, LLC"
714757,2025-02,65219047720,421079338,4200.0,"FRESENIUS KABI USA, LLC"
714757,2025-03,,421183299,2502.4,"FRESENIUS KABI USA, LLC"
714757,2025-03,,421183300,2006.0,"FRESENIUS KABI USA, LLC"
714757,2025-04,63323066910,12233537,4120.0,"FRESENIUS KABI USA, LLC"
