report_category,manufacturer_normalized,manufacturer_name_raw,manufacturer_catalog_number,Product_Description,contract_category,total_observed_spend,transaction_count
Monitoring,OTHER,"CURBELL MEDICAL PRODUCTS, INC.",26545,SENSOR PULSE OXIMETER F/SPO2 MONITORING DEVICE NELLCOR OXISMART REUSABLE,PHYSIOLOGICAL MONITORING SYSTEMS,1917.6,5
Monitoring,OTHER,"DANLEE MEDICAL PRODUCTS, INC.",PCH-DEL272497,POUCH MONITOR/RECORDER 5INX7IN DISPOSABLE F/DELMAR ARIA SPACELAB,PHYSIOLOGICAL MONITORING SYSTEMS,1556.48,10
Monitoring,OTHER,DATASCOPE CORP.,0,UNKNOWN,PHYSIOLOGICAL MONITORING SYSTEMS,81.4,2
Monitoring,GE,"DATEX-OHMEDA, INC.",N4103394,KNOB,PHYSIOLOGICAL MONITORING SYSTEMS,57.51,1
Monitoring,GE,"DATEX-OHMEDA, INC.",877235,HOSE BLOOD PRESSURE 10FT ADULT BP-22/BP-17 MALE DUAL QUICK COUPLER BP-18 FEMALE TWIST-LOCK PLASTIC BLACK F/NIBP CUFF ARC CARDIOCAP 5 AESPIRE VIEW EA,PHYSIOLOGICAL MONITORING SYSTEMS,764.6999999999999,3
Monitoring,GE,"DATEX-OHMEDA, INC.",2106305-002,CABLE EKG TRUNK 4FT 3/5-LEAD AHA EA,PHYSIOLOGICAL MONITORING SYSTEMS,886.23,3
Monitoring,GE,"DATEX-OHMEDA, INC.",2066381-001,POWER CORD ULTRASOUND 8FT RIGHT ANGLED USA CANADA VERSION EA,PHYSIOLOGICAL MONITORING SYSTEMS,2200.49,13
Monitoring,GE,"DATEX-OHMEDA, INC.",TS-AF-25,SENSOR PULSE OXIMETER TRUSIGNAL 1.7FT NEONATE INFANT PEDIATRIC ADULT SPO2 LATEX-FREE DISPOSABLE >10KG PATIENT 25/BX,PHYSIOLOGICAL MONITORING SYSTEMS,383.0,1
Monitoring,GE,"DATEX-OHMEDA, INC.",2066520-001,RECORDER MONITOR F/B450 CARESCAPE EA,PHYSIOLOGICAL MONITORING SYSTEMS,29644.82,3
Monitoring,GE,"DATEX-OHMEDA, INC.",5863573,CARESCAPE PATIENT DATA MODULE ATO MODEL,PHYSIOLOGICAL MONITORING SYSTEMS,39216.58,4
Monitoring,GE,"DATEX-OHMEDA, INC.",0211-8990-800,ASSEMBLY MONITOR HOSE NIBP,PHYSIOLOGICAL MONITORING SYSTEMS,1904.0,5
Monitoring,GE,"DATEX-OHMEDA, INC.",8001642,PROBE TEMPERATURE AXILLARY/SKIN ADULT/PEDIATRIC 75FR F/ DATEX-OHMEDA MONITOR LATEX-FREE DISPOSABLE STERILE,PHYSIOLOGICAL MONITORING SYSTEMS,150.0,1
Monitoring,GE,"DATEX-OHMEDA, INC.",CO-ECOPSV-CABLE,"CABLE, CARDIAC OUTPUT, FOR USE W/E-COPSV",PHYSIOLOGICAL MONITORING SYSTEMS,14960.0,1
Monitoring,GE,"DATEX-OHMEDA, INC.",2064012-001,LABEL MEDICAL F/WORKSURFACE INLAY 2064012-001,PHYSIOLOGICAL MONITORING SYSTEMS,2702.7,6
Monitoring,GE,"DATEX-OHMEDA, INC.",APRO-CH-US-ENG-AHA-4,TRANSMITTER TELEMETRY 614MHZ SINGLE MULTI LEAD BATTERY ALARM F/APEXPRO CH EA,PHYSIOLOGICAL MONITORING SYSTEMS,21515.199999999997,6
Monitoring,GE,"DATEX-OHMEDA, INC.",2042396-033,POWER CORD MONITOR LONG 12FT NORTH AMERICA EA,PHYSIOLOGICAL MONITORING SYSTEMS,551.1,3
Monitoring,GE,"DATEX-OHMEDA, INC.",E-SCAIO-00,MODULE MONITOR RESPIRATORY GAS EA,PHYSIOLOGICAL MONITORING SYSTEMS,84575.91,39
Monitoring,GE,"DATEX-OHMEDA, INC.",6803-8111-800,OUTLET GAS DIAMONDCARE FRONT BODY ASSEMBLY WALL MOUNT FINISHING PLATE OXYGEN MEDAES TYPE GREEN WHITE EA,PHYSIOLOGICAL MONITORING SYSTEMS,1912.0,2
Monitoring,GE,"DATEX-OHMEDA, INC.",2062819-051,KIT UPGRADE NETWORK V2 OR V3 UNITY F/B40 CARESCAPE EA,PHYSIOLOGICAL MONITORING SYSTEMS,11850.0,1
Monitoring,GE,"DATEX-OHMEDA, INC.",2106257-006,CABLE PULSE OXIMETER M-LNCS 12FT 25-PIN F/MASIMO RC-12 EA,PHYSIOLOGICAL MONITORING SYSTEMS,329.14,1
Monitoring,GE,"DATEX-OHMEDA, INC.",5514403-04,BASE UNIT W/O CE MARK,PHYSIOLOGICAL MONITORING SYSTEMS,1855.0,1
Monitoring,GE,"DATEX-OHMEDA, INC.",APRO-FH-US-ENG-AHA-5,TRANSCEIVER TELEMETRY 608-614MHZ USA ENGLISH AHA RF6.6 F/APEXPRO FH EA,PHYSIOLOGICAL MONITORING SYSTEMS,25120.0,6
Monitoring,GE,"DATEX-OHMEDA, INC.",TS-RTB-100,TAPE MEDICAL REPLACEMENT ADHESIVE TEDDY BEAR F/PULSE OXIMETER 100/PK,PHYSIOLOGICAL MONITORING SYSTEMS,418.25,4
Monitoring,GE,"DATEX-OHMEDA, INC.",0,UNKNOWN,PHYSIOLOGICAL MONITORING SYSTEMS,5929651.778999999,118
Monitoring,GE,"DATEX-OHMEDA, INC.",755571,GAS CALIBRATION 20LT 5% CO2 2% DESFLURANE 36% N2O 54.5% O2 2.5% NITROGEN EA,PHYSIOLOGICAL MONITORING SYSTEMS,765.0,4
Monitoring,GE,"DATEX-OHMEDA, INC.",5514403,UNITY NETWORK ID V10,PHYSIOLOGICAL MONITORING SYSTEMS,503314.54,18
Monitoring,GE,"DATEX-OHMEDA, INC.",6803-8111-802,OUTLET GAS WALL MOUNT FINISHING PLATE VACUUM MEDAES TYPE,PHYSIOLOGICAL MONITORING SYSTEMS,1800.0,1
Monitoring,OTHER,"DAVIS MEDICAL ELECTRONICS, INC.",0,UNKNOWN,PHYSIOLOGICAL MONITORING SYSTEMS,3909.26,5
Monitoring,OTHER,"DRAEGER, INC.",MS18597,MONITOR VITAL SIGN INFINITY DELTA,PHYSIOLOGICAL MONITORING SYSTEMS,9541.12,1
Monitoring,OTHER,"DRAEGER, INC.",8609868,HOLDER GAS ANESTHESIA PS IACS/IDS F/ATLAN CHANNEL,PHYSIOLOGICAL MONITORING SYSTEMS,990.42,2
Monitoring,OTHER,"DRAEGER, INC.",MS17330,CABLE PULSE OXIMETER ADAPTER 3M SPO2 EA,PHYSIOLOGICAL MONITORING SYSTEMS,7299.0,4
Monitoring,OTHER,"DRAEGER, INC.",M540,MONITOR VITAL SIGN INFINITY 7.2V 3A RECHARGEABLE,PHYSIOLOGICAL MONITORING SYSTEMS,14070.15,1
Monitoring,OTHER,"DRAEGER, INC.",MS20662,CABLE MONITOR MCABLE 0.3M ANALOG SYNC EA,PHYSIOLOGICAL MONITORING SYSTEMS,1355.76,1
Monitoring,OTHER,"DRAEGER, INC.",MM15741,MOUNT MONITOR 0DEG NO TILT SWIVEL SLIDE EA,PHYSIOLOGICAL MONITORING SYSTEMS,953.04,1
Monitoring,OTHER,"DRAEGER, INC.",MS26807,SHP OEM 22IN TOUCHSCREEN DISP,PHYSIOLOGICAL MONITORING SYSTEMS,2724.57,1
Monitoring,OTHER,"DRAEGER, INC.",MS15174,DISK MONITOR MECHANICAL PART FOAM EA,PHYSIOLOGICAL MONITORING SYSTEMS,1952.42,7
Monitoring,OTHER,"DRAEGER, INC.",MS26372,MONITOR VITAL SIGN INFINITY M540 M500 STANDALONE F/STATION DOCKING EA,PHYSIOLOGICAL MONITORING SYSTEMS,426640.73,14
Monitoring,OTHER,"DRAEGER, INC.",G38694,ARM GAS ANESTHESIA SHORT 200MM LIFT VESA KEYBOARD F/ATLAN,PHYSIOLOGICAL MONITORING SYSTEMS,9651.07,2
Monitoring,OTHER,"DRAEGER, INC.",MS17522,CABLE PULSE OXIMETER LNCS 3M SPO2 INTERMEDIATE EA,PHYSIOLOGICAL MONITORING SYSTEMS,3639.11,3
Monitoring,OTHER,"DRAEGER, INC.",MP05115,CABLE EKG 2M 6-LEAD EXTENSION,PHYSIOLOGICAL MONITORING SYSTEMS,168518.06999999992,246
Monitoring,OTHER,"DRAEGER, INC.",8609600,PLATE GAS ANESTHESIA AXXX-SERIES TOP 9IN POLE VESA F/ATLAN,PHYSIOLOGICAL MONITORING SYSTEMS,4998.29,2
Monitoring,OTHER,"DRAEGER, INC.",MS18683,CABLE PULSE OXIMETER ADAPTER 1.2M SPO2 SHP ACC INTERMEDIATE F/PATIENT MONITORING SYSTEM EA,PHYSIOLOGICAL MONITORING SYSTEMS,8995.65,6
Monitoring,OTHER,"DRAEGER, INC.",AF00220,CUFF BLOOD PRESSURE PRESSURE F/DRA EA,PHYSIOLOGICAL MONITORING SYSTEMS,3137.5,6
Monitoring,OTHER,"DRAEGER, INC.",G37928,ARM GAS ANESTHESIA 50/30 400MM SWIVEL GCX TRAY F/ATLAN,PHYSIOLOGICAL MONITORING SYSTEMS,5569.9,2
Monitoring,OTHER,"DRAEGER, INC.",MP00748,CABLE PULSE OXIMETER LNCS 1.2M SPO2 14-PIN F/NELLCOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,2087.4,2
Monitoring,OTHER,"DRAEGER, INC.",4711201,PAPER MONITORING/RECORDING 50MM F/GAMMA GAMMA XL DELTA DELTA XL KAPPA KAPPA XL VISTA VISTA XL 10/BX,PHYSIOLOGICAL MONITORING SYSTEMS,2430.34,5
Monitoring,OTHER,"DRAEGER, INC.",MS20668,CABLE MONITOR MCABLE 0.3M F/NELLCOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,7996.8,1
