term_order,term_key,term_label,is_ct_mapped,match_evidence_fields,Transaction_Date,Month,Base_Spend,Quantity,unit_price,Product_Description_Backfilled,Facility_Product_Description,Facility_Manufacturer_Name,Facility_Vendor_Name,Facility_Manufacturer_Catalog_Num,Facility_Vendor_Catalog_Num,Brand_Name,Manufacturer_Name,Manufacturer_Top_Parent_Name,Vendor_Name,Vendor_Top_Parent_Name,Manufacturer_Catalog_Number,Vendor_Catalog_Number,Contract_Category,product_group_category,product_subcategory1,product_subcategory2,product_subcategory3,UNSPSC_Segment_Code,UNSPSC_Segment_Description,UNSPSC_Class_Code,UNSPSC_Class_Description,UNSPSC_Commodity_Code,UNSPSC_Commodity_Description
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2023-12-27,2023-12,1537390.19,1.0,1537390.19,REVOLUTION APEX POWER PRO DIGITAL,REVOLUTION APEX POWER PRO DIGITAL,GE PRECISION HEALTHCARE LLC,GE PRECISION HEALTHCARE LLC,UNKNOWN,S7919CL,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2025-02-28,2025-02,1439807.06,1.0,1439807.06,REVOLUTION APEX ELITE POWER XTREAM DIGITAL QUOTE:,REVOLUTION APEX ELITE POWER XTREAM DIGITAL QUOTE:,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,QUOTE 2009300693.16,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2025-02-12,2025-02,1421526.1,1421526.1,1.0,"SR: CT SYSTEM, REVOLUTION APEX","SR: CT SYSTEM, REVOLUTION APEX",UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,S7919CJ,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2025-05-07,2025-05,1407571.79,1.0,1407571.79,CT APEX 80 - REVOLUTION APEX PLUS POWER XTREAM DIGITAL,CT APEX 80 - REVOLUTION APEX PLUS POWER XTREAM DIGITAL,GE PRECISION HEALTHCARE LLC,GE PRECISION HEALTHCARE LLC,S7919EC / QUOTE NUMBER: 2010773691.12,S7919EC / QUOTE NUMBER: 2010773691.12,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2025-06-27,2025-06,1386199.84,1.0,1386199.84,REVOLUTION APEX ELITE POWER CORE,REVOLUTION APEX ELITE POWER CORE,GE PRECISION HEALTHCARE LLC,GE PRECISION HEALTHCARE LLC,UNKNOWN,-,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2024-07-16,2024-07,1364566.19,1.0,1364566.19,GENEVA CT REVOLUTION APEX SELE,GENEVA CT REVOLUTION APEX SELE,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,QUOTE 2010719358.3,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2023-11-10,2023-11,1350182.23,1.0,1350182.23,REVOLUTION APEX ELITE POWER XTREAM DIGITAL,REVOLUTION APEX ELITE POWER XTREAM DIGITAL,UNKNOWN,GE HEALTHCARE,S7919CK,80% TOTAL PAYMENT,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2024-06-14,2024-06,1323700.21,1.0,1323700.21,REVOLUTION APEX PLUS POWER PRO DIGITAL,REVOLUTION APEX PLUS POWER PRO DIGITAL,GE MEDICAL SYSTEMS INFO TECH,GE MEDICAL SYSTEMS INFO TECH,UNKNOWN,UNKNOWN,,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",GE HEALTHCARE TECHNOLOGIES INC.,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2024-04-05,2024-04,1318239.46,1.0,1318239.46,REVOLUTION APEX CT SCANNER,REVOLUTION APEX CT SCANNER,UNKNOWN,GE MEDICAL SYSTEMS INFO TECH,UNKNOWN,2007865857.10,,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",GE HEALTHCARE TECHNOLOGIES INC.,"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2025-02-28,2025-02,1224432.13,1.0,1224432.13,GE REVOLUTION APEX PLUS POWER PRO CT80% ON DELIVER,GE REVOLUTION APEX PLUS POWER PRO CT80% ON DELIVER,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,2011110599.3,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2024-09-11,2024-09,1207847.05,1207847.05,1.0,SR: REVOLUTION APEX PLUS POWER,SR: REVOLUTION APEX PLUS POWER,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,S7919CN,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2024-11-15,2024-11,1200000.0,1.0,1200000.0,"GE REVOLUTION APEX CT QUOTE NUMBER 2007933166.9 DATED OCTOBER 27TH, 2022","GE REVOLUTION APEX CT QUOTE NUMBER 2007933166.9 DATED OCTOBER 27TH, 2022",UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,2007933166.9,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description | vendor_catalog_num,2023-11-06,2023-11,1180500.0,1.0,1180500.0,"GE REVOLUTION APEX SELECT CT SCANNER, WINDHAM HOSP","GE REVOLUTION APEX SELECT CT SCANNER, WINDHAM HOSP",UNKNOWN,GE HEALTHCARE,UNKNOWN,GE REVOLUTION APEX SELECT CT SCANNER,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2024-10-28,2024-10,1139170.78,1.0,1139170.78,REVOLUTION APEX CT GE QUOTE #2011185588.5 BLANKET,REVOLUTION APEX CT GE QUOTE #2011185588.5 BLANKET,GE PRECISION HEALTHCARE LLC,GE PRECISION HEALTHCARE LLC,UNKNOWN,QT_2011185588.5,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2024-07-02,2024-07,1088456.39,1.0,1088456.39,REVOLUTION APEX PLUS POWER PRO,REVOLUTION APEX PLUS POWER PRO,NULL,GE PRECISION HEALTHCARE LLC,NULL,80% DELIVERY S7919CN,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2024-12-20,2024-12,962995.0,5.0,192599.0,GE CT REVOLUTION APEX 160 (CSRW03) SYSTEM ID: TBD001 PHY LOC ACCT: 202206,GE CT REVOLUTION APEX 160 (CSRW03) SYSTEM ID: TBD001 PHY LOC ACCT: 202206,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,UNKNOWN,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2025-02-28,2025-02,500000.4,0.0,,"SID 704512APEX1, GE CT REVOLUTION APEX (C#15K), ASSUREPOINT INHOUSE PARTS, 120 MONTHS - 2/8/24 ? 10","SID 704512APEX1, GE CT REVOLUTION APEX (C#15K), ASSUREPOINT INHOUSE PARTS, 120 MONTHS - 2/8/24 ? 10",UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,NCAT1,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2024-05-08,2024-05,386550.59,1.0,386550.59,REVOLUTION APEX POWER XTREAM,REVOLUTION APEX POWER XTREAM,MISC MANUFACTURER,GE PRECISION HEALTHCARE LLC,S7919BM * SEE NOTES,PER Q# 2005485621.24,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2025-02-28,2025-02,359851.77,1.0,359851.77,REVOLUTION APEX ELITE POWER XTREAM DIGITAL QUOTE:,REVOLUTION APEX ELITE POWER XTREAM DIGITAL QUOTE:,UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,QUOTE 2009300693.16,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
1,REVOLUTION_APEX,Revolution Apex,True,backfilled_description,2025-03-26,2025-03,355381.52,355381.52,1.0,"SR: CT SYSTEM, REVOLUTION APEX","SR: CT SYSTEM, REVOLUTION APEX",UNKNOWN,GE PRECISION HEALTHCARE LLC,UNKNOWN,S7919CJ,,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,GE PRECISION HEALTHCARE LLC,GE HEALTHCARE TECHNOLOGIES INC.,0,,COMPUTED TOMOGRAPHY,,,,,42,MEDICAL EQUIPMENT AND ACCESSORIES AND SUPPLIES,422015,MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS,42201500,UNKNOWN MEDICAL COMPUTED TOMOGRAPHY CT OR CAT SYSTEMS AND RELATED PRODUCTS
